# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
  25400    1.94e+00  1.73e+00    8.12e-03  8.16e-03    8.33e-02  7.45e-02    5.4e-04
  25500    1.86e+00  1.63e+00    8.34e-03  9.02e-03    7.98e-02  7.00e-02    5.4e-04
  25600    1.80e+00  1.67e+00    9.25e-04  4.18e-04    7.76e-02  7.16e-02    5.4e-04
  25700    1.77e+00  1.64e+00    3.15e-03  4.09e-03    7.62e-02  7.05e-02    5.4e-04
  25800    1.93e+00  1.77e+00    2.81e-03  3.06e-03    8.31e-02  7.63e-02    5.4e-04
  25900    1.81e+00  1.80e+00    7.59e-03  8.09e-03    7.79e-02  7.75e-02    5.4e-04
  26000    1.81e+00  1.78e+00    1.29e-03  9.29e-04    7.99e-02  7.83e-02    5.1e-04
  26100    1.76e+00  1.64e+00    8.04e-03  7.41e-03    7.77e-02  7.21e-02    5.1e-04
  26200    1.68e+00  1.71e+00    2.43e-03  3.30e-03    7.42e-02  7.53e-02    5.1e-04
  26300    1.86e+00  1.84e+00    8.72e-03  7.17e-03    8.22e-02  8.11e-02    5.1e-04
  26400    1.75e+00  1.64e+00    1.69e-02  1.58e-02    7.70e-02  7.22e-02    5.1e-04
  26500    1.80e+00  1.62e+00    1.34e-02  1.47e-02    7.91e-02  7.12e-02    5.1e-04
  26600    1.70e+00  1.78e+00    1.08e-02  1.08e-02    7.51e-02  7.85e-02    5.1e-04
  26700    1.72e+00  1.79e+00    8.31e-03  8.38e-03    7.57e-02  7.91e-02    5.1e-04
  26800    1.71e+00  1.73e+00    1.01e-02  9.12e-03    7.54e-02  7.61e-02    5.1e-04
  26900    1.92e+00  1.91e+00    4.15e-03  4.10e-03    8.45e-02  8.41e-02    5.1e-04
  27000    2.09e+00  2.11e+00    9.08e-03  8.59e-03    9.22e-02  9.32e-02    5.1e-04
  27100    1.72e+00  1.73e+00    5.84e-03  6.01e-03    7.60e-02  7.62e-02    5.1e-04
  27200    1.80e+00  1.75e+00    7.55e-03  7.93e-03    7.93e-02  7.69e-02    5.1e-04
  27300    1.69e+00  1.61e+00    4.18e-03  4.31e-03    7.45e-02  7.12e-02    5.1e-04
  27400    2.11e+00  2.08e+00    1.80e-02  1.89e-02    9.29e-02  9.12e-02    5.1e-04
  27500    2.18e+00  2.05e+00    7.91e-03  7.83e-03    9.60e-02  9.01e-02    5.1e-04
  27600    1.74e+00  1.79e+00    2.24e-02  2.35e-02    7.64e-02  7.85e-02    5.1e-04
  27700    1.65e+00  1.49e+00    1.44e-03  8.05e-04    7.30e-02  6.55e-02    5.1e-04
  27800    1.66e+00  1.57e+00    1.41e-02  1.33e-02    7.32e-02  6.89e-02    5.1e-04
  27900    1.92e+00  1.92e+00    1.10e-02  1.06e-02    8.47e-02  8.47e-02    5.1e-04
  28000    1.70e+00  1.53e+00    8.93e-03  9.26e-03    7.68e-02  6.92e-02    4.9e-04
  28100    1.63e+00  1.90e+00    2.13e-03  1.94e-03    7.37e-02  8.59e-02    4.9e-04
  28200    1.76e+00  1.61e+00    8.39e-03  8.20e-03    7.97e-02  7.29e-02    4.9e-04
  28300    1.67e+00  1.70e+00    3.77e-03  3.19e-03    7.55e-02  7.68e-02    4.9e-04
  28400    1.71e+00  1.78e+00    8.42e-03  7.87e-03    7.75e-02  8.03e-02    4.9e-04
  28500    1.59e+00  1.44e+00    6.79e-03  5.59e-03    7.20e-02  6.50e-02    4.9e-04
  28600    1.72e+00  1.74e+00    8.94e-04  1.80e-03    7.79e-02  7.89e-02    4.9e-04
  28700    1.72e+00  1.49e+00    3.51e-03  4.00e-03    7.80e-02  6.74e-02    4.9e-04
  28800    1.67e+00  1.61e+00    4.90e-03  4.97e-03    7.57e-02  7.30e-02    4.9e-04
  28900    1.69e+00  1.72e+00    3.55e-03  3.60e-03    7.66e-02  7.77e-02    4.9e-04
  29000    1.80e+00  1.75e+00    1.93e-02  1.86e-02    8.11e-02  7.88e-02    4.9e-04
  29100    2.00e+00  1.85e+00    5.66e-03  5.38e-03    9.06e-02  8.38e-02    4.9e-04
  29200    1.71e+00  1.61e+00    1.01e-03  9.94e-04    7.72e-02  7.28e-02    4.9e-04
  29300    1.67e+00  1.72e+00    1.52e-02  1.50e-02    7.53e-02  7.77e-02    4.9e-04
  29400    2.00e+00  1.97e+00    7.65e-03  7.90e-03    9.06e-02  8.91e-02    4.9e-04
  29500    1.75e+00  1.61e+00    6.48e-03  6.59e-03    7.92e-02  7.30e-02    4.9e-04
  29600    1.74e+00  1.89e+00    8.53e-03  7.07e-03    7.88e-02  8.56e-02    4.9e-04
  29700    1.65e+00  1.63e+00    2.92e-03  2.26e-03    7.46e-02  7.37e-02    4.9e-04
  29800    1.60e+00  1.41e+00    1.96e-03  2.47e-03    7.23e-02  6.38e-02    4.9e-04
  29900    1.70e+00  1.65e+00    4.90e-03  5.33e-03    7.68e-02  7.46e-02    4.9e-04
  30000    1.90e+00  1.75e+00    1.23e-02  1.25e-02    8.79e-02  8.10e-02    4.6e-04
  30100    1.56e+00  1.50e+00    9.18e-03  8.95e-03    7.21e-02  6.97e-02    4.6e-04
  30200    1.67e+00  1.61e+00    8.22e-04  1.28e-03    7.73e-02  7.46e-02    4.6e-04
  30300    1.64e+00  1.51e+00    1.47e-02  1.40e-02    7.57e-02  6.96e-02    4.6e-04
  30400    1.59e+00  1.41e+00    1.18e-02  1.18e-02    7.36e-02  6.52e-02    4.6e-04
  30500    1.55e+00  1.49e+00    1.14e-02  1.18e-02    7.17e-02  6.88e-02    4.6e-04
  30600    1.69e+00  1.60e+00    1.18e-02  1.13e-02    7.84e-02  7.40e-02    4.6e-04
  30700    1.55e+00  1.42e+00    3.61e-03  4.82e-03    7.22e-02  6.61e-02    4.6e-04
  30800    1.57e+00  1.50e+00    8.73e-03  8.46e-03    7.28e-02  6.97e-02    4.6e-04
  30900    1.74e+00  1.55e+00    1.18e-02  1.18e-02    8.05e-02  7.19e-02    4.6e-04
  31000    1.64e+00  1.61e+00    2.28e-03  1.90e-03    7.63e-02  7.49e-02    4.6e-04
  31100    1.63e+00  1.70e+00    7.60e-03  6.52e-03    7.56e-02  7.91e-02    4.6e-04
  31200    1.76e+00  1.70e+00    5.14e-03  5.38e-03    8.17e-02  7.87e-02    4.6e-04
  31300    1.54e+00  1.38e+00    5.17e-03  5.41e-03    7.13e-02  6.41e-02    4.6e-04
  31400    1.56e+00  1.56e+00    7.64e-03  7.74e-03    7.23e-02  7.22e-02    4.6e-04
  31500    1.64e+00  1.73e+00    1.26e-02  1.26e-02    7.59e-02  8.02e-02    4.6e-04
  31600    1.71e+00  1.59e+00    6.32e-03  5.68e-03    7.92e-02  7.40e-02    4.6e-04
  31700    1.53e+00  1.45e+00    3.63e-03  4.32e-03    7.09e-02  6.72e-02    4.6e-04
  31800    1.56e+00  1.43e+00    7.75e-04  1.92e-04    7.26e-02  6.66e-02    4.6e-04
  31900    1.81e+00  1.74e+00    1.24e-03  1.65e-03    8.40e-02  8.06e-02    4.6e-04
  32000    1.53e+00  1.43e+00    6.00e-03  5.82e-03    7.29e-02  6.79e-02    4.4e-04
  32100    1.61e+00  1.52e+00    2.42e-03  2.00e-03    7.68e-02  7.22e-02    4.4e-04
  32200    1.53e+00  1.49e+00    1.28e-02  1.30e-02    7.27e-02  7.08e-02    4.4e-04
  32300    1.51e+00  1.40e+00    1.12e-02  1.08e-02    7.18e-02  6.63e-02    4.4e-04
  32400    1.48e+00  1.58e+00    4.41e-03  4.33e-03    7.07e-02  7.51e-02    4.4e-04
  32500    1.53e+00  1.39e+00    5.76e-03  5.19e-03    7.26e-02  6.61e-02    4.4e-04
  32600    1.48e+00  1.51e+00    7.80e-03  7.91e-03    7.05e-02  7.17e-02    4.4e-04
  32700    1.64e+00  1.57e+00    6.94e-04  4.50e-04    7.79e-02  7.50e-02    4.4e-04
  32800    1.62e+00  1.46e+00    5.94e-03  5.51e-03    7.72e-02  6.93e-02    4.4e-04
  32900    1.48e+00  1.43e+00    5.59e-03  5.68e-03    7.05e-02  6.81e-02    4.4e-04
  33000    1.48e+00  1.49e+00    1.16e-02  1.24e-02    7.03e-02  7.07e-02    4.4e-04
  33100    1.85e+00  1.78e+00    5.50e-03  5.33e-03    8.82e-02  8.46e-02    4.4e-04
  33200    1.61e+00  1.41e+00    3.75e-03  4.07e-03    7.67e-02  6.69e-02    4.4e-04
  33300    1.66e+00  1.66e+00    6.79e-03  6.64e-03    7.88e-02  7.88e-02    4.4e-04
  33400    1.48e+00  1.33e+00    7.99e-04  8.60e-04    7.05e-02  6.32e-02    4.4e-04
  33500    1.52e+00  1.58e+00    5.65e-03  5.22e-03    7.24e-02  7.51e-02    4.4e-04
  33600    1.64e+00  1.69e+00    7.13e-03  5.91e-03    7.79e-02  8.06e-02    4.4e-04
  33700    1.59e+00  1.55e+00    3.90e-03  4.76e-03    7.55e-02  7.38e-02    4.4e-04
  33800    1.57e+00  1.59e+00    7.79e-03  7.73e-03    7.47e-02  7.54e-02    4.4e-04
  33900    1.52e+00  1.40e+00    5.36e-03  5.20e-03    7.24e-02  6.66e-02    4.4e-04
  34000    1.66e+00  1.50e+00    2.39e-03  8.08e-04    8.10e-02  7.32e-02    4.2e-04
  34100    1.79e+00  1.72e+00    5.91e-03  5.98e-03    8.74e-02  8.40e-02    4.2e-04
  34200    1.46e+00  1.53e+00    1.08e-02  1.03e-02    7.14e-02  7.44e-02    4.2e-04
  34300    1.55e+00  1.52e+00    5.90e-04  1.40e-04    7.60e-02  7.42e-02    4.2e-04
  34400    1.45e+00  1.42e+00    1.16e-02  1.09e-02    7.07e-02  6.93e-02    4.2e-04
  34500    1.56e+00  1.64e+00    5.81e-03  5.74e-03    7.60e-02  7.99e-02    4.2e-04
  34600    1.42e+00  1.33e+00    2.23e-03  2.21e-03    6.95e-02  6.50e-02    4.2e-04
  34700    1.44e+00  1.31e+00    8.95e-03  8.50e-03    7.03e-02  6.41e-02    4.2e-04
  34800    1.49e+00  1.48e+00    2.10e-03  2.63e-03    7.28e-02  7.22e-02    4.2e-04
  34900    1.51e+00  1.46e+00    1.22e-02  1.15e-02    7.36e-02  7.12e-02    4.2e-04
  35000    1.50e+00  1.66e+00    5.99e-03  5.52e-03    7.32e-02  8.12e-02    4.2e-04
  35100    1.44e+00  1.50e+00    4.19e-03  5.35e-03    7.02e-02  7.31e-02    4.2e-04
  35200    1.45e+00  1.30e+00    2.38e-03  1.89e-03    7.11e-02  6.36e-02    4.2e-04
  35300    1.84e+00  1.73e+00    5.47e-03  5.19e-03    8.97e-02  8.47e-02    4.2e-04
  35400    1.52e+00  1.43e+00    7.72e-03  8.01e-03    7.40e-02  6.99e-02    4.2e-04
  35500    1.57e+00  1.47e+00    5.94e-03  5.24e-03    7.68e-02  7.18e-02    4.2e-04
  35600    1.49e+00  1.39e+00    5.55e-03  5.82e-03    7.29e-02  6.80e-02    4.2e-04
  35700    1.40e+00  1.32e+00    3.32e-03  2.54e-03    6.83e-02  6.45e-02    4.2e-04
  35800    1.44e+00  1.38e+00    2.75e-02  2.73e-02    6.87e-02  6.60e-02    4.2e-04
  35900    1.43e+00  1.35e+00    1.93e-03  1.26e-03    6.98e-02  6.58e-02    4.2e-04
  36000    1.42e+00  1.47e+00    6.94e-03  7.67e-03    7.13e-02  7.34e-02    4.0e-04
  36100    1.38e+00  1.42e+00    1.71e-03  1.48e-03    6.93e-02  7.10e-02    4.0e-04
  36200    1.47e+00  1.41e+00    9.81e-04  1.26e-03    7.35e-02  7.05e-02    4.0e-04
  36300    1.39e+00  1.42e+00    7.60e-04  4.60e-04    6.99e-02  7.10e-02    4.0e-04
  36400    1.55e+00  1.44e+00    9.71e-04  1.88e-03    7.78e-02  7.22e-02    4.0e-04
  36500    1.52e+00  1.51e+00    2.63e-03  3.88e-03    7.60e-02  7.59e-02    4.0e-04
  36600    1.53e+00  1.44e+00    8.48e-03  8.62e-03    7.64e-02  7.22e-02    4.0e-04
  36700    1.51e+00  1.52e+00    9.02e-04  1.02e-03    7.56e-02  7.63e-02    4.0e-04
  36800    1.44e+00  1.40e+00    5.93e-03  5.16e-03    7.22e-02  7.02e-02    4.0e-04
  36900    1.52e+00  1.57e+00    8.18e-03  8.30e-03    7.62e-02  7.88e-02    4.0e-04
  37000    1.36e+00  1.25e+00    7.55e-03  8.35e-03    6.82e-02  6.26e-02    4.0e-04
  37100    1.36e+00  1.44e+00    1.63e-03  1.04e-03    6.82e-02  7.20e-02    4.0e-04
  37200    1.37e+00  1.22e+00    5.59e-03  6.05e-03    6.84e-02  6.10e-02    4.0e-04
  37300    1.43e+00  1.33e+00    4.11e-03  4.41e-03    7.17e-02  6.67e-02    4.0e-04
  37400    1.45e+00  1.32e+00    5.00e-03  2.92e-03    7.25e-02  6.60e-02    4.0e-04
  37500    1.42e+00  1.28e+00    1.02e-02  1.05e-02    7.12e-02  6.41e-02    4.0e-04
  37600    1.44e+00  1.35e+00    1.99e-03  1.73e-03    7.20e-02  6.77e-02    4.0e-04
  37700    1.44e+00  1.45e+00    6.51e-03  5.89e-03    7.22e-02  7.27e-02    4.0e-04
  37800    1.37e+00  1.35e+00    1.31e-02  1.16e-02    6.85e-02  6.76e-02    4.0e-04
  37900    1.72e+00  1.64e+00    1.15e-02  1.11e-02    8.61e-02  8.20e-02    4.0e-04
  38000    1.43e+00  1.29e+00    1.14e-02  1.23e-02    7.31e-02  6.60e-02    3.8e-04
  38100    1.32e+00  1.19e+00    1.28e-03  8.44e-04    6.78e-02  6.14e-02    3.8e-04
  38200    1.37e+00  1.29e+00    1.19e-03  2.36e-03    7.06e-02  6.66e-02    3.8e-04
  38300    1.31e+00  1.28e+00    1.38e-02  1.34e-02    6.71e-02  6.52e-02    3.8e-04
  38400    1.40e+00  1.33e+00    3.16e-03  2.64e-03    7.20e-02  6.84e-02    3.8e-04
  38500    1.39e+00  1.34e+00    6.43e-04  4.17e-04    7.17e-02  6.88e-02    3.8e-04
  38600    1.32e+00  1.24e+00    9.83e-03  8.82e-03    6.79e-02  6.34e-02    3.8e-04
  38700    1.33e+00  1.28e+00    1.24e-02  1.29e-02    6.79e-02  6.54e-02    3.8e-04
  38800    1.32e+00  1.35e+00    1.25e-02  1.25e-02    6.73e-02  6.91e-02    3.8e-04
  38900    1.60e+00  1.60e+00    9.92e-03  8.98e-03    8.20e-02  8.21e-02    3.8e-04
  39000    1.33e+00  1.35e+00    1.83e-02  1.91e-02    6.77e-02  6.85e-02    3.8e-04
  39100    1.35e+00  1.26e+00    2.60e-03  1.66e-03    6.93e-02  6.49e-02    3.8e-04
  39200    1.32e+00  1.24e+00    3.12e-03  3.70e-03    6.77e-02  6.39e-02    3.8e-04
  39300    1.50e+00  1.44e+00    6.84e-03  7.90e-03    7.72e-02  7.39e-02    3.8e-04
  39400    1.43e+00  1.38e+00    2.73e-03  1.76e-03    7.36e-02  7.07e-02    3.8e-04
  39500    1.32e+00  1.45e+00    2.79e-03  3.16e-03    6.77e-02  7.44e-02    3.8e-04
  39600    1.42e+00  1.35e+00    5.65e-03  4.78e-03    7.29e-02  6.93e-02    3.8e-04
  39700    1.38e+00  1.22e+00    3.65e-03  3.33e-03    7.07e-02  6.26e-02    3.8e-04
  39800    1.31e+00  1.39e+00    8.31e-04  1.74e-03    6.73e-02  7.16e-02    3.8e-04
  39900    1.64e+00  1.53e+00    8.74e-03  8.28e-03    8.44e-02  7.88e-02    3.8e-04
  40000    1.43e+00  1.43e+00    2.02e-03  8.43e-04    7.56e-02  7.52e-02    3.6e-04
  40100    1.27e+00  1.13e+00    1.82e-03  2.34e-03    6.69e-02  5.98e-02    3.6e-04
  40200    1.29e+00  1.23e+00    1.01e-02  1.08e-02    6.77e-02  6.47e-02    3.6e-04
  40300    1.29e+00  1.21e+00    2.56e-03  3.84e-03    6.79e-02  6.36e-02    3.6e-04
  40400    1.27e+00  1.30e+00    2.77e-03  1.93e-03    6.72e-02  6.84e-02    3.6e-04
  40500    1.30e+00  1.24e+00    5.86e-03  5.92e-03    6.86e-02  6.55e-02    3.6e-04
  40600    1.53e+00  1.51e+00    3.31e-03  2.80e-03    8.06e-02  7.97e-02    3.6e-04
  40700    1.28e+00  1.20e+00    5.99e-03  6.78e-03    6.73e-02  6.33e-02    3.6e-04
  40800    1.54e+00  1.43e+00    5.48e-03  3.87e-03    8.14e-02  7.56e-02    3.6e-04
  40900    1.27e+00  1.15e+00    4.41e-03  3.86e-03    6.72e-02  6.09e-02    3.6e-04
  41000    1.29e+00  1.24e+00    1.01e-02  9.54e-03    6.76e-02  6.51e-02    3.6e-04
  41100    1.25e+00  1.17e+00    1.21e-02  1.17e-02    6.55e-02  6.16e-02    3.6e-04
  41200    1.52e+00  1.42e+00    3.29e-03  3.78e-03    8.02e-02  7.49e-02    3.6e-04
  41300    1.32e+00  1.35e+00    5.54e-03  4.90e-03    6.95e-02  7.10e-02    3.6e-04
  41400    1.33e+00  1.32e+00    1.62e-02  1.65e-02    6.97e-02  6.87e-02    3.6e-04
  41500    1.32e+00  1.25e+00    7.86e-03  7.55e-03    6.97e-02  6.61e-02    3.6e-04
  41600    1.27e+00  1.21e+00    4.70e-03  4.48e-03    6.72e-02  6.39e-02    3.6e-04
  41700    1.26e+00  1.26e+00    8.82e-03  9.53e-03    6.63e-02  6.64e-02    3.6e-04
  41800    1.46e+00  1.44e+00    7.03e-03  6.17e-03    7.70e-02  7.60e-02    3.6e-04
  41900    1.27e+00  1.25e+00    1.56e-03  9.51e-04    6.71e-02  6.60e-02    3.6e-04
  42000    1.25e+00  1.14e+00    7.74e-03  8.07e-03    6.77e-02  6.14e-02    3.4e-04
  42100    1.32e+00  1.25e+00    9.18e-03  9.47e-03    7.11e-02  6.76e-02    3.4e-04
  42200    1.23e+00  1.11e+00    4.19e-03  3.30e-03    6.67e-02  6.02e-02    3.4e-04
  42300    1.55e+00  1.63e+00    7.73e-04  4.55e-05    8.39e-02  8.83e-02    3.4e-04
  42400    1.21e+00  1.27e+00    7.07e-03  7.14e-03    6.54e-02  6.83e-02    3.4e-04
  42500    1.22e+00  1.16e+00    2.71e-03  2.04e-03    6.58e-02  6.30e-02    3.4e-04
  42600    1.23e+00  1.10e+00    8.38e-03  8.50e-03    6.65e-02  5.94e-02    3.4e-04
  42700    1.43e+00  1.42e+00    3.25e-03  2.33e-03    7.75e-02  7.70e-02    3.4e-04
  42800    1.19e+00  1.06e+00    2.30e-03  2.19e-03    6.43e-02  5.72e-02    3.4e-04
  42900    1.22e+00  1.25e+00    6.36e-04  8.59e-04    6.62e-02  6.75e-02    3.4e-04
  43000    1.28e+00  1.21e+00    1.49e-03  1.69e-03    6.94e-02  6.56e-02    3.4e-04
  43100    1.20e+00  1.12e+00    1.21e-03  7.06e-04    6.51e-02  6.08e-02    3.4e-04
  43200    1.34e+00  1.29e+00    9.71e-04  1.24e-03    7.23e-02  6.96e-02    3.4e-04
  43300    1.19e+00  1.20e+00    7.89e-03  7.33e-03    6.44e-02  6.49e-02    3.4e-04
  43400    1.25e+00  1.22e+00    1.76e-03  1.27e-03    6.75e-02  6.59e-02    3.4e-04
  43500    1.26e+00  1.15e+00    3.05e-03  2.29e-03    6.83e-02  6.22e-02    3.4e-04
  43600    1.20e+00  1.11e+00    3.11e-03  2.05e-03    6.51e-02  5.99e-02    3.4e-04
  43700    1.27e+00  1.31e+00    1.29e-02  1.23e-02    6.83e-02  7.02e-02    3.4e-04
  43800    1.21e+00  1.15e+00    3.09e-03  3.29e-03    6.55e-02  6.20e-02    3.4e-04
  43900    1.30e+00  1.32e+00    8.87e-03  8.60e-03    7.03e-02  7.12e-02    3.4e-04
  44000    1.23e+00  1.22e+00    2.67e-03  1.76e-03    6.83e-02  6.75e-02    3.2e-04
  44100    1.18e+00  1.18e+00    1.43e-03  9.90e-04    6.54e-02  6.55e-02    3.2e-04
  44200    1.45e+00  1.35e+00    4.75e-03  5.11e-03    8.07e-02  7.48e-02    3.2e-04
  44300    1.17e+00  1.13e+00    8.13e-03  7.15e-03    6.48e-02  6.25e-02    3.2e-04
  44400    1.17e+00  1.04e+00    3.95e-03  4.21e-03    6.50e-02  5.78e-02    3.2e-04
  44500    1.30e+00  1.33e+00    5.93e-04  1.34e-03    7.23e-02  7.41e-02    3.2e-04
  44600    1.17e+00  1.14e+00    1.49e-03  2.30e-03    6.49e-02  6.32e-02    3.2e-04
  44700    1.14e+00  1.10e+00    7.50e-03  6.97e-03    6.34e-02  6.11e-02    3.2e-04
  44800    1.14e+00  1.14e+00    7.95e-03  8.09e-03    6.34e-02  6.32e-02    3.2e-04
  44900    1.17e+00  1.12e+00    7.07e-04  9.36e-05    6.52e-02  6.21e-02    3.2e-04
  45000    1.16e+00  1.09e+00    3.77e-03  3.11e-03    6.41e-02  6.07e-02    3.2e-04
  45100    1.35e+00  1.29e+00    2.28e-03  2.22e-03    7.48e-02  7.14e-02    3.2e-04
  45200    1.18e+00  1.06e+00    1.11e-03  1.08e-03    6.53e-02  5.87e-02    3.2e-04
  45300    1.15e+00  1.16e+00    7.68e-03  8.21e-03    6.35e-02  6.40e-02    3.2e-04
  45400    1.15e+00  1.17e+00    5.25e-03  5.17e-03    6.37e-02  6.50e-02    3.2e-04
  45500    1.14e+00  1.13e+00    1.79e-03  2.20e-03    6.36e-02  6.28e-02    3.2e-04
  45600    1.14e+00  1.01e+00    6.40e-04  4.28e-04    6.33e-02  5.62e-02    3.2e-04
  45700    1.15e+00  1.17e+00    5.01e-03  5.04e-03    6.39e-02  6.50e-02    3.2e-04
  45800    1.31e+00  1.21e+00    1.27e-02  1.22e-02    7.25e-02  6.65e-02    3.2e-04
  45900    1.19e+00  1.18e+00    1.30e-02  1.22e-02    6.56e-02  6.48e-02    3.2e-04
  46000    1.14e+00  1.07e+00    3.03e-03  2.90e-03    6.50e-02  6.09e-02    3.1e-04
  46100    1.15e+00  1.18e+00    3.13e-03  3.00e-03    6.57e-02  6.73e-02    3.1e-04
  46200    1.11e+00  1.01e+00    3.47e-03  3.60e-03    6.33e-02  5.76e-02    3.1e-04
  46300    1.20e+00  1.10e+00    5.54e-03  6.31e-03    6.83e-02  6.23e-02    3.1e-04
  46400    1.15e+00  1.19e+00    4.13e-03  3.80e-03    6.53e-02  6.79e-02    3.1e-04
  46500    1.11e+00  1.17e+00    8.05e-03  9.00e-03    6.30e-02  6.65e-02    3.1e-04
  46600    1.11e+00  1.01e+00    1.20e-03  6.34e-04    6.30e-02  5.77e-02    3.1e-04
  46700    1.11e+00  1.07e+00    6.23e-03  5.53e-03    6.30e-02  6.07e-02    3.1e-04
  46800    1.13e+00  1.09e+00    3.12e-03  3.45e-03    6.44e-02  6.21e-02    3.1e-04
  46900    1.12e+00  1.02e+00    6.46e-03  6.12e-03    6.34e-02  5.78e-02    3.1e-04
  47000    1.13e+00  1.09e+00    3.88e-03  2.63e-03    6.45e-02  6.21e-02    3.1e-04
  47100    1.15e+00  1.19e+00    1.17e-03  2.07e-03    6.53e-02  6.77e-02    3.1e-04
  47200    1.20e+00  1.11e+00    3.72e-03  3.41e-03    6.83e-02  6.29e-02    3.1e-04
  47300    1.10e+00  1.18e+00    1.90e-03  1.27e-03    6.29e-02  6.74e-02    3.1e-04
  47400    1.09e+00  1.05e+00    7.30e-04  3.11e-04    6.23e-02  5.99e-02    3.1e-04
  47500    1.15e+00  1.08e+00    8.78e-04  1.51e-03    6.57e-02  6.16e-02    3.1e-04
  47600    1.52e+00  1.47e+00    1.06e-02  1.04e-02    8.64e-02  8.34e-02    3.1e-04
  47700    1.12e+00  1.16e+00    1.27e-03  1.58e-03    6.40e-02  6.62e-02    3.1e-04
  47800    1.16e+00  1.16e+00    7.12e-03  7.01e-03    6.59e-02  6.57e-02    3.1e-04
  47900    1.16e+00  1.17e+00    2.58e-03  1.76e-03    6.58e-02  6.65e-02    3.1e-04
  48000    1.12e+00  1.03e+00    3.26e-03  3.15e-03    6.54e-02  6.04e-02    2.9e-04
  48100    1.11e+00  1.07e+00    7.34e-03  7.41e-03    6.48e-02  6.24e-02    2.9e-04
  48200    1.20e+00  1.17e+00    8.69e-03  8.46e-03    6.98e-02  6.83e-02    2.9e-04
  48300    1.07e+00  1.05e+00    2.48e-03  2.47e-03    6.26e-02  6.14e-02    2.9e-04
  48400    1.08e+00  1.10e+00    5.37e-04  2.57e-04    6.33e-02  6.42e-02    2.9e-04
  48500    1.06e+00  9.74e-01    1.97e-03  2.66e-03    6.19e-02  5.69e-02    2.9e-04
  48600    1.06e+00  1.01e+00    8.09e-03  7.67e-03    6.20e-02  5.90e-02    2.9e-04
  48700    1.14e+00  1.10e+00    2.51e-03  2.03e-03    6.64e-02  6.45e-02    2.9e-04
  48800    1.10e+00  1.10e+00    1.60e-02  1.58e-02    6.36e-02  6.32e-02    2.9e-04
  48900    1.12e+00  1.03e+00    3.06e-03  2.70e-03    6.55e-02  6.03e-02    2.9e-04
  49000    1.16e+00  1.26e+00    1.25e-02  1.23e-02    6.75e-02  7.29e-02    2.9e-04
  49100    1.09e+00  1.05e+00    1.93e-03  1.36e-03    6.35e-02  6.16e-02    2.9e-04
  49200    1.11e+00  1.06e+00    8.28e-04  3.88e-04    6.47e-02  6.20e-02    2.9e-04
  49300    1.08e+00  1.10e+00    9.63e-03  9.65e-03    6.27e-02  6.38e-02    2.9e-04
  49400    1.25e+00  1.19e+00    1.48e-03  7.86e-04    7.29e-02  6.98e-02    2.9e-04
  49500    1.07e+00  1.01e+00    2.49e-03  1.57e-03    6.24e-02  5.92e-02    2.9e-04
  49600    1.41e+00  1.50e+00    5.94e-03  5.77e-03    8.23e-02  8.78e-02    2.9e-04
  49700    1.07e+00  1.09e+00    1.58e-03  1.22e-03    6.27e-02  6.34e-02    2.9e-04
  49800    1.07e+00  1.15e+00    1.73e-03  1.69e-03    6.23e-02  6.69e-02    2.9e-04
  49900    1.08e+00  1.03e+00    7.25e-04  3.05e-04    6.33e-02  6.00e-02    2.9e-04
  50000    1.09e+00  1.09e+00    1.61e-03  1.11e-03    6.54e-02  6.56e-02    2.8e-04
  50100    1.04e+00  1.08e+00    1.23e-03  1.53e-03    6.24e-02  6.47e-02    2.8e-04
  50200    1.04e+00  1.02e+00    5.05e-04  1.28e-03    6.22e-02  6.10e-02    2.8e-04
  50300    1.15e+00  1.13e+00    7.35e-04  1.41e-04    6.87e-02  6.78e-02    2.8e-04
  50400    1.04e+00  1.05e+00    4.31e-03  4.15e-03    6.21e-02  6.28e-02    2.8e-04
  50500    1.08e+00  9.93e-01    1.37e-03  1.94e-03    6.50e-02  5.95e-02    2.8e-04
  50600    1.03e+00  1.08e+00    5.30e-04  3.56e-04    6.20e-02  6.48e-02    2.8e-04
  50700    1.03e+00  1.02e+00    6.15e-04  1.14e-03    6.16e-02  6.14e-02    2.8e-04
  50800    1.07e+00  1.05e+00    4.18e-03  3.04e-03    6.43e-02  6.30e-02    2.8e-04
  50900    1.08e+00  1.03e+00    1.47e-02  1.36e-02    6.38e-02  6.12e-02    2.8e-04
  51000    1.04e+00  1.07e+00    6.14e-03  5.74e-03    6.24e-02  6.37e-02    2.8e-04
  51100    1.07e+00  1.01e+00    1.76e-03  1.05e-03    6.42e-02  6.06e-02    2.8e-04
  51200    1.02e+00  1.00e+00    4.57e-03  3.43e-03    6.11e-02  6.00e-02    2.8e-04
  51300    1.04e+00  1.07e+00    2.79e-03  2.89e-03    6.22e-02  6.42e-02    2.8e-04
  51400    1.14e+00  1.03e+00    2.99e-03  3.00e-03    6.83e-02  6.16e-02    2.8e-04
  51500    1.02e+00  9.93e-01    8.67e-04  1.15e-03    6.11e-02  5.95e-02    2.8e-04
  51600    1.01e+00  1.02e+00    1.58e-03  1.60e-03    6.07e-02  6.14e-02    2.8e-04
